event_id,event_time,ccy_couple,rate
288230383844089770,1734255150563,EURGBP,1.40851346
288230383844089771,1734255150908,EURGBP,1.40773286
288230383844089772,1734255150982,GBPUSD,1.32750758
288230383844089773,1734255150588,GBPUSD,1.3277897
288230383844089774,1734255160736,EURUSD,1.03223178
288230383844089775,1734255160395,NZDUSD,1.17757205
288230383844089776,1734255160745,NZDUSD,1.17503212
288230383844089777,1734255160967,NZDUSD,1.175778
288230383844089778,1734255160080,AUDUSD,1.33115339
288230383844089779,1734255160613,AUDUSD,1.3305373
288230383844089780,1734255160225,AUDUSD,1.33022153
288230383844089781,1734255160586,EURGBP,1.40502475
288230383844089782,1734255160848,EURGBP,1.40397163
288230383844089783,1734255160507,GBPUSD,1.32665716
288230383844089784,1734255160834,GBPUSD,1.32589094
288230383844089785,1734255170598,EURUSD,1.03106494
288230383844089786,1734255170120,EURUSD,1.0319141
288230383844089787,1734255170489,EURUSD,1.03017737
288230383844089788,1734255170590,NZDUSD,1.17665476
288230383844089789,1734255170902,NZDUSD,1.17580746
288230383844089790,1734255170168,AUDUSD,1.32965224
288230383844089791,1734255170624,AUDUSD,1.32939741
288230383844089792,1734255170216,AUDUSD,1.32769274
288230383844089793,1734255170526,EURGBP,1.40492278
288230383844089794,1734255170157,EURGBP,1.40434135
288230383844089795,1734255170735,GBPUSD,1.32720137
288230383844089796,1734255170041,GBPUSD,1.32538533
288230383844089797,1734255180325,EURUSD,1.02989093
288230383844089798,1734255180726,EURUSD,1.02892042
288230383844089799,1734255180054,NZDUSD,1.1774913
288230383844089800,1734255180077,NZDUSD,1.17740488
288230383844089801,1734255180190,NZDUSD,1.17524918
288230383844089802,1734255180858,AUDUSD,1.32814828
288230383844089803,1734255180833,AUDUSD,1.32736648
288230383844089804,1734255180594,EURGBP,1.40292974
288230383844089805,1734255180939,GBPUSD,1.32593419
288230383844089806,1734255180021,GBPUSD,1.32579573
288230383844089807,1734255190282,EURUSD,1.02817327
288230383844089808,1734255190661,EURUSD,1.028359
288230383844089809,1734255190315,EURUSD,1.02957563
288230383844089810,1734255190107,EURUSD,1.03013025
288230383844089811,1734255190712,NZDUSD,1.17343395
288230383844089812,1734255190303,NZDUSD,1.17338412
288230383844089813,1734255190150,AUDUSD,1.32845846
288230383844089814,1734255190259,AUDUSD,1.32827107
288230383844089815,1734255190464,AUDUSD,1.32802482
288230383844089816,1734255190754,AUDUSD,1.32767675
288230383844089817,1734255190893,EURGBP,1.40407794
288230383844089818,1734255190869,EURGBP,1.403905
288230383844089819,1734255190781,GBPUSD,1.326976
288230383844089820,1734255200808,EURUSD,1.0302208
288230383844089821,1734255200743,EURUSD,1.03070362
288230383844089822,1734255200912,EURUSD,1.03146472
288230383844089823,1734255200304,EURUSD,1.0313543
288230383844089824,1734255200265,NZDUSD,1.17384226
288230383844089825,1734255200152,NZDUSD,1.1740125
288230383844089826,1734255200058,AUDUSD,1.32771727
288230383844089827,1734255200780,AUDUSD,1.32929998
288230383844089828,1734255200768,EURGBP,1.40349519
288230383844089829,1734255200652,GBPUSD,1.32660523
288230383844089830,1734255210675,EURUSD,1.03107814
288230383844089831,1734255210177,NZDUSD,1.17421552
288230383844089832,1734255210075,NZDUSD,1.17467649
288230383844089833,1734255210016,AUDUSD,1.33095879
288230383844089834,1734255210773,AUDUSD,1.32984738
288230383844089835,1734255210801,AUDUSD,1.32774686
288230383844089836,1734255210748,EURGBP,1.4017128
288230383844089837,1734255210035,GBPUSD,1.32718334
288230383844089838,1734255220216,EURUSD,1.03113629
288230383844089839,1734255220935,EURUSD,1.03162973
288230383844089840,1734255220868,EURUSD,1.03241284
288230383844089841,1734255220506,NZDUSD,1.17560847
288230383844089842,1734255220338,NZDUSD,1.17408018
288230383844089843,1734255220618,NZDUSD,1.17334013
288230383844089844,1734255220175,NZDUSD,1.1722348
288230383844089845,1734255220642,AUDUSD,1.32811536
288230383844089846,1734255220271,AUDUSD,1.32809585
288230383844089847,1734255220954,AUDUSD,1.32981382
288230383844089848,1734255220159,EURGBP,1.40279672
288230383844089849,1734255220228,EURGBP,1.4018355
288230383844089850,1734255220451,GBPUSD,1.32782267
288230383844089851,1734255230619,EURUSD,1.03491657
288230383844089852,1734255230888,EURUSD,1.03531549
288230383844089853,1734255230197,EURUSD,1.03507209
288230383844089854,1734255230234,EURUSD,1.03473814
288230383844089855,1734255230067,NZDUSD,1.17071363
288230383844089856,1734255230383,NZDUSD,1.17086597
288230383844089857,1734255230556,AUDUSD,1.33000122
288230383844089858,1734255230613,EURGBP,1.39990845
288230383844089859,1734255230071,EURGBP,1.3999597
288230383844089860,1734255230281,GBPUSD,1.32686993
288230383844089861,1734255240884,EURUSD,1.03551269
288230383844089862,1734255240453,EURUSD,1.03530961
288230383844089863,1734255240665,EURUSD,1.03604014
288230383844089864,1734255240433,NZDUSD,1.17219884
288230383844089865,1734255240252,NZDUSD,1.17225781
288230383844089866,1734255240352,NZDUSD,1.17243116
288230383844089867,1734255240098,AUDUSD,1.32993746
288230383844089868,1734255240739,AUDUSD,1.33049129
288230383844089869,1734255240506,EURGBP,1.39851796
288230383844089870,1734255240441,EURGBP,1.39876125
288230383844089871,1734255240574,GBPUSD,1.32819338
288230383844089872,1734255240184,GBPUSD,1.32822549
288230383844089873,1734255250187,EURUSD,1.03655842
288230383844089874,1734255250157,EURUSD,1.03719575
288230383844089875,1734255250318,NZDUSD,1.17261948
288230383844089876,1734255250932,NZDUSD,1.17268585
288230383844089877,1734255250641,NZDUSD,1.172772
288230383844089878,1734255250790,NZDUSD,1.1716449
288230383844089879,1734255250973,AUDUSD,1.3307911
288230383844089880,1734255250182,AUDUSD,1.33064067
288230383844089881,1734255250631,AUDUSD,1.33087547
288230383844089882,1734255250842,AUDUSD,1.33039869
288230383844089883,1734255250767,EURGBP,1.4006409
288230383844089884,1734255250678,GBPUSD,1.32837596
288230383844089885,1734255250830,GBPUSD,1.32756912
288230383844089886,1734255260568,EURUSD,1.03841686
288230383844089887,1734255260557,EURUSD,1.03846855
288230383844089888,1734255260567,EURUSD,1.03909526
288230383844089889,1734255260457,NZDUSD,1.17258386
288230383844089890,1734255260215,AUDUSD,1.3301972
288230383844089891,1734255260872,AUDUSD,1.33160283
288230383844089892,1734255260056,AUDUSD,1.33199833
288230383844089893,1734255260416,AUDUSD,1.33225001
288230383844089894,1734255260742,EURGBP,1.39956724
288230383844089895,1734255260456,EURGBP,1.3987058
288230383844089896,1734255260692,GBPUSD,1.32840885
288230383844089897,1734255270151,EURUSD,1.03882289
288230383844089898,1734255270556,EURUSD,1.03916462
288230383844089899,1734255270201,EURUSD,1.04019005
288230383844089900,1734255270789,NZDUSD,1.17074308
288230383844089901,1734255270624,NZDUSD,1.17092688
288230383844089902,1734255270248,NZDUSD,1.17025302
288230383844089903,1734255270933,AUDUSD,1.33345062
288230383844089904,1734255270980,AUDUSD,1.33430565
288230383844089905,1734255270072,AUDUSD,1.33376175
288230383844089906,1734255270165,EURGBP,1.39946061
288230383844089907,1734255270399,GBPUSD,1.32840808
288230383844089908,1734255270895,GBPUSD,1.32555646
288230383844089909,1734255280951,EURUSD,1.04110174
288230383844089910,1734255280419,EURUSD,1.04088831
288230383844089911,1734255280984,EURUSD,1.04139279
288230383844089912,1734255280790,NZDUSD,1.16954426
288230383844089913,1734255280469,AUDUSD,1.33371489
288230383844089914,1734255280092,AUDUSD,1.33366026
288230383844089915,1734255280731,AUDUSD,1.33450877
288230383844089916,1734255280523,AUDUSD,1.33493838
288230383844089917,1734255280093,EURGBP,1.40026191
288230383844089918,1734255280403,GBPUSD,1.32469449
288230383844089919,1734255280224,GBPUSD,1.32538329
288230383844089920,1734255290471,EURUSD,1.04396281
288230383844089921,1734255290643,EURUSD,1.04387689
288230383844089922,1734255290451,EURUSD,1.0435071
288230383844089923,1734255290108,EURUSD,1.04207704
288230383844089924,1734255290659,NZDUSD,1.17052266
288230383844089925,1734255290316,AUDUSD,1.33616796
288230383844089926,1734255290123,EURGBP,1.39925686
288230383844089927,1734255290000,EURGBP,1.39822509
288230383844089928,1734255290743,GBPUSD,1.32776909
288230383844089929,1734255300168,EURUSD,1.0424038
288230383844089930,1734255300052,EURUSD,1.04502301
288230383844089931,1734255300769,EURUSD,1.04478489
288230383844089932,1734255300114,NZDUSD,1.17224068
288230383844089933,1734255300816,NZDUSD,1.17306115
288230383844089934,1734255300881,NZDUSD,1.17229859
288230383844089935,1734255300401,NZDUSD,1.17194106
288230383844089936,1734255300651,AUDUSD,1.33798848
288230383844089937,1734255300775,AUDUSD,1.33765026
288230383844089938,1734255300369,EURGBP,1.39855191
288230383844089939,1734255300024,GBPUSD,1.32755179
288230383844089940,1734255310649,EURUSD,1.04480926
288230383844089941,1734255310069,EURUSD,1.04462709
288230383844089942,1734255310034,EURUSD,1.04514778
288230383844089943,1734255310120,EURUSD,1.04644131
288230383844089944,1734255310453,NZDUSD,1.17145626
288230383844089945,1734255310513,NZDUSD,1.17275969
288230383844089946,1734255310949,AUDUSD,1.33840335
288230383844089947,1734255310232,AUDUSD,1.33967624
288230383844089948,1734255310303,AUDUSD,1.33896054
288230383844089949,1734255310845,AUDUSD,1.33941788
288230383844089950,1734255310730,EURGBP,1.39837503
288230383844089951,1734255310418,GBPUSD,1.32716197
288230383844089952,1734255310924,GBPUSD,1.32674456
288230383844089953,1734255320919,EURUSD,1.04521852
288230383844089954,1734255320532,NZDUSD,1.17303471
288230383844089955,1734255320236,NZDUSD,1.17279427
288230383844089956,1734255320592,NZDUSD,1.17205494
288230383844089957,1734255320147,AUDUSD,1.33914449
288230383844089958,1734255320507,AUDUSD,1.33870446
288230383844089959,1734255320249,EURGBP,1.399212
288230383844089960,1734255320452,EURGBP,1.40013039
288230383844089961,1734255320019,GBPUSD,1.32538025
288230383844089962,1734255320532,GBPUSD,1.32517147
288230383844089963,1734255330608,EURUSD,1.04610326
288230383844089964,1734255330539,NZDUSD,1.17303908
288230383844089965,1734255330050,NZDUSD,1.17365717
288230383844089966,1734255330665,NZDUSD,1.17409279
288230383844089967,1734255330177,NZDUSD,1.17434682
288230383844089968,1734255330338,AUDUSD,1.33944807
288230383844089969,1734255330582,AUDUSD,1.33894644
288230383844089970,1734255330779,AUDUSD,1.33957337
288230383844089971,1734255330447,AUDUSD,1.34121323
288230383844089972,1734255330607,EURGBP,1.39931402
288230383844089973,1734255330588,EURGBP,1.39956858
288230383844089974,1734255330539,GBPUSD,1.3268979
288230383844089975,1734255340794,EURUSD,1.04563552
288230383844089976,1734255340341,EURUSD,1.04764144
288230383844089977,1734255340937,NZDUSD,1.17498657
288230383844089978,1734255340679,NZDUSD,1.1749231
288230383844089979,1734255340163,AUDUSD,1.34094028
288230383844089980,1734255340221,AUDUSD,1.34133015
288230383844089981,1734255340848,AUDUSD,1.34072967
288230383844089982,1734255340330,AUDUSD,1.34228417
288230383844089983,1734255340704,EURGBP,1.39907528
288230383844089984,1734255340535,GBPUSD,1.32728369
288230383844089985,1734255350181,EURUSD,1.04669225
288230383844089986,1734255350348,EURUSD,1.04710161
288230383844089987,1734255350232,EURUSD,1.04753393
288230383844089988,1734255350657,EURUSD,1.04666063
288230383844089989,1734255350994,NZDUSD,1.17505234
288230383844089990,1734255350712,NZDUSD,1.17561928
288230383844089991,1734255350159,AUDUSD,1.34306556
288230383844089992,1734255350333,AUDUSD,1.34366699
288230383844089993,1734255350237,EURGBP,1.39873652
288230383844089994,1734255350578,EURGBP,1.39841031
288230383844089995,1734255350269,GBPUSD,1.32761433
288230383844089996,1734255360796,EURUSD,1.04512717
288230383844089997,1734255360499,EURUSD,1.04654634
288230383844089998,1734255360896,EURUSD,1.04733235
288230383844089999,1734255360288,NZDUSD,1.17337787
288230383844090000,1734255360693,NZDUSD,1.1736135
288230383844090001,1734255360057,AUDUSD,1.34490678
288230383844090002,1734255360515,AUDUSD,1.34464155
288230383844090003,1734255360793,AUDUSD,1.34497795
288230383844090004,1734255360089,EURGBP,1.39955202
288230383844090005,1734255360040,GBPUSD,1.32787424
288230383844090006,1734255370210,EURUSD,1.04779843
288230383844090007,1734255370059,EURUSD,1.04714996
288230383844090008,1734255370357,NZDUSD,1.17286006
288230383844090009,1734255370979,NZDUSD,1.17207586
288230383844090010,1734255370881,NZDUSD,1.17163072
288230383844090011,1734255370537,AUDUSD,1.34422091
288230383844090012,1734255370158,AUDUSD,1.34321141
288230383844090013,1734255370415,AUDUSD,1.34186636
288230383844090014,1734255370412,EURGBP,1.3993991
288230383844090015,1734255370671,EURGBP,1.39713773
288230383844090016,1734255370718,GBPUSD,1.32704313
288230383844090017,1734255370194,GBPUSD,1.32798374
288230383844090018,1734255380222,EURUSD,1.04720682
288230383844090019,1734255380910,EURUSD,1.04868794
288230383844090020,1734255380929,EURUSD,1.04589884
288230383844090021,1734255380771,EURUSD,1.04604606
288230383844090022,1734255380042,NZDUSD,1.1698949
288230383844090023,1734255380028,AUDUSD,1.34341342
288230383844090024,1734255380290,AUDUSD,1.34403236
288230383844090025,1734255380734,AUDUSD,1.3449161
288230383844090026,1734255380864,AUDUSD,1.34530646
288230383844090027,1734255380613,EURGBP,1.39709297
288230383844090028,1734255380750,EURGBP,1.39497563
288230383844090029,1734255380816,GBPUSD,1.32856336
288230383844090030,1734255380914,GBPUSD,1.33020103
288230383844090031,1734255390482,EURUSD,1.04513585
288230383844090032,1734255390961,EURUSD,1.04534204
288230383844090033,1734255390513,NZDUSD,1.16895427
288230383844090034,1734255390903,NZDUSD,1.17008227
288230383844090035,1734255390825,AUDUSD,1.34487693
288230383844090036,1734255390039,AUDUSD,1.34561226
288230383844090037,1734255390607,AUDUSD,1.34601122
288230383844090038,1734255390793,AUDUSD,1.34705262
288230383844090039,1734255390422,EURGBP,1.39540523
288230383844090040,1734255390598,EURGBP,1.39452122
288230383844090041,1734255390741,GBPUSD,1.33126126
288230383844090042,1734255390886,GBPUSD,1.33230699
288230383844090043,1734255400570,EURUSD,1.04531033
288230383844090044,1734255400081,EURUSD,1.04409605
288230383844090045,1734255400507,NZDUSD,1.1713223
288230383844090046,1734255400058,AUDUSD,1.34721364
288230383844090047,1734255400685,AUDUSD,1.34621874
288230383844090048,1734255400573,EURGBP,1.39506095
288230383844090049,1734255400942,EURGBP,1.39478766
288230383844090050,1734255400145,GBPUSD,1.33315193
288230383844090051,1734255400598,GBPUSD,1.33490181
288230383844090052,1734255410252,EURUSD,1.04520411
288230383844090053,1734255410438,NZDUSD,1.17131342
288230383844090054,1734255410636,NZDUSD,1.1699585
288230383844090055,1734255410527,NZDUSD,1.1696783
288230383844090056,1734255410366,AUDUSD,1.34494944
288230383844090057,1734255410136,EURGBP,1.39543985
288230383844090058,1734255410554,GBPUSD,1.33372823
288230383844090059,1734255420991,EURUSD,1.04447402
288230383844090060,1734255420117,EURUSD,1.04230492
288230383844090061,1734255420808,EURUSD,1.04245313
288230383844090062,1734255420260,NZDUSD,1.16982061
288230383844090063,1734255420406,NZDUSD,1.17013204
288230383844090064,1734255420004,NZDUSD,1.16893276
288230383844090065,1734255420015,NZDUSD,1.16788937
288230383844090066,1734255420734,AUDUSD,1.34559803
288230383844090067,1734255420468,AUDUSD,1.34518902
288230383844090068,1734255420365,AUDUSD,1.34643423
288230383844090069,1734255420420,EURGBP,1.39487626
288230383844090070,1734255420777,EURGBP,1.39375129
288230383844090071,1734255420147,GBPUSD,1.33460859
288230383844090072,1734255420722,GBPUSD,1.33425556
288230383844090073,1734255430615,EURUSD,1.04387808
288230383844090074,1734255430245,EURUSD,1.04324677
288230383844090075,1734255430654,EURUSD,1.04359449
288230383844090076,1734255430928,NZDUSD,1.16704322
288230383844090077,1734255430935,AUDUSD,1.34582577
288230383844090078,1734255430756,EURGBP,1.39283467
288230383844090079,1734255430342,GBPUSD,1.3333992
288230383844090080,1734255430012,GBPUSD,1.33249062
288230383844090081,1734255440211,EURUSD,1.04410165
288230383844090082,1734255440204,EURUSD,1.04386263
288230383844090083,1734255440841,EURUSD,1.04196679
288230383844090084,1734255440286,NZDUSD,1.16701688
288230383844090085,1734255440049,NZDUSD,1.16551212
288230383844090086,1734255440316,AUDUSD,1.34694625
288230383844090087,1734255440788,AUDUSD,1.34722478
288230383844090088,1734255440551,AUDUSD,1.34849238
288230383844090089,1734255440747,AUDUSD,1.34962602
288230383844090090,1734255440653,EURGBP,1.39216744
288230383844090091,1734255440023,EURGBP,1.39202882
288230383844090092,1734255440771,GBPUSD,1.33186958
288230383844090093,1734255440443,GBPUSD,1.33261386
288230383844090094,1734255450425,EURUSD,1.04221321
288230383844090095,1734255450704,EURUSD,1.04287521
288230383844090096,1734255450684,EURUSD,1.04294686
288230383844090097,1734255450975,NZDUSD,1.16483163
288230383844090098,1734255450330,NZDUSD,1.1647993
288230383844090099,1734255450815,NZDUSD,1.16492404
288230383844090100,1734255450290,NZDUSD,1.16420051
288230383844090101,1734255450826,AUDUSD,1.35120858
288230383844090102,1734255450185,EURGBP,1.39332063
288230383844090103,1734255450240,EURGBP,1.39358365
288230383844090104,1734255450195,GBPUSD,1.33383202
288230383844090105,1734255460983,EURUSD,1.04384812
288230383844090106,1734255460479,NZDUSD,1.16416686
288230383844090107,1734255460679,NZDUSD,1.1638662
288230383844090108,1734255460671,AUDUSD,1.35096718
288230383844090109,1734255460205,AUDUSD,1.35239685
288230383844090110,1734255460746,EURGBP,1.39437679
288230383844090111,1734255460637,EURGBP,1.39387019
288230383844090112,1734255460400,GBPUSD,1.33325092
288230383844090113,1734255460102,GBPUSD,1.33211492
288230383844090114,1734255470835,EURUSD,1.04370494
288230383844090115,1734255470560,NZDUSD,1.16328567
288230383844090116,1734255470056,NZDUSD,1.16400765
288230383844090117,1734255470570,AUDUSD,1.35112789
288230383844090118,1734255470265,AUDUSD,1.35069366
288230383844090119,1734255470766,EURGBP,1.39398865
288230383844090120,1734255470210,GBPUSD,1.33361533
288230383844090121,1734255480660,EURUSD,1.04423219
288230383844090122,1734255480128,EURUSD,1.04512091
288230383844090123,1734255480564,NZDUSD,1.16565162
288230383844090124,1734255480656,NZDUSD,1.16502418
288230383844090125,1734255480655,AUDUSD,1.34966358
288230383844090126,1734255480884,AUDUSD,1.34945215
288230383844090127,1734255480604,EURGBP,1.39430988
288230383844090128,1734255480273,GBPUSD,1.33237711
288230383844090129,1734255490060,EURUSD,1.04594124
288230383844090130,1734255490780,NZDUSD,1.16674289
288230383844090131,1734255490043,NZDUSD,1.16724048
288230383844090132,1734255490058,NZDUSD,1.16781444
288230383844090133,1734255490293,NZDUSD,1.16657179
288230383844090134,1734255490007,AUDUSD,1.34973248
288230383844090135,1734255490454,AUDUSD,1.35030131
288230383844090136,1734255490247,AUDUSD,1.34917171
288230383844090137,1734255490486,AUDUSD,1.3486346
288230383844090138,1734255490940,EURGBP,1.39508104
288230383844090139,1734255490498,EURGBP,1.39289228
288230383844090140,1734255490569,GBPUSD,1.33298864
288230383844090141,1734255500310,EURUSD,1.04526512
288230383844090142,1734255500838,EURUSD,1.04440784
288230383844090143,1734255500240,EURUSD,1.04336835
288230383844090144,1734255500758,NZDUSD,1.16553762
